X,Y,OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,case_number,crime_category,crime_code,crime_description,crime_type,reported_block_address,city_of_incident,city,district,reported_date,reported_year,reported_month,reported_day,reported_hour,reported_dayofwk,latitude,longitude,agency,updated_date
-78.693155651,35.7843374600001,571730,67301c91-1de2-48fc-8c3c-9e44e6797a3a,2020/03/05 05:00:12.836+00,RaleighGIS,2020/03/05 05:00:12.836+00,RaleighGIS,P20012342,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3900 BLOCK WESTERN BLVD,RALEIGH,RALEIGH,Southwest,2020/03/04 19:18:00+00,2020,3,4,14,Wednesday,35.7843374600001,-78.693155651,RPD,2020/03/04 22:19:14.300+00
-78.637777929,35.775548234,571731,1c8ffb35-1fad-480a-8baf-c3df35c8c0c8,2020/03/05 05:00:12.836+00,RaleighGIS,2020/03/05 05:00:12.836+00,RaleighGIS,P20012344,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,100 BLOCK E DAVIE ST,RALEIGH,RALEIGH,Downtown,2020/03/04 20:13:00+00,2020,3,4,15,Wednesday,35.775548234,-78.637777929,RPD,2020/03/04 21:35:53.720+00
-78.6485231459999,35.83399482,571734,a981acd8-de98-4f59-a38a-0a8f4666532c,2020/03/05 05:00:12.836+00,RaleighGIS,2020/03/05 05:00:12.836+00,RaleighGIS,P20012349,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,500 BLOCK LAKESTONE DR,RALEIGH,RALEIGH,North,2020/03/04 20:35:00+00,2020,3,4,15,Wednesday,35.83399482,-78.6485231459999,RPD,2020/03/04 23:22:46.393+00
-78.645880725,35.8797767980001,571736,af8cf09a-6a38-470f-8afa-099a0f615b1a,2020/03/05 05:00:12.836+00,RaleighGIS,2020/03/05 05:00:12.836+00,RaleighGIS,P20012353,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,7300 BLOCK SIX FORKS RD,RALEIGH,RALEIGH,North,2020/03/04 20:26:00+00,2020,3,4,15,Wednesday,35.8797767980001,-78.645880725,RPD,2020/03/05 03:21:40.510+00
-78.626678996,35.866986572,571737,1811d167-50f8-47ac-924d-ec400949eb80,2020/03/05 05:00:12.836+00,RaleighGIS,2020/03/05 05:00:12.836+00,RaleighGIS,P20012356,VANDALISM,80B,All Other/Damage to Property (minor),,6400 BLOCK THE LAKES DR,RALEIGH,RALEIGH,North,2020/03/04 21:02:00+00,2020,3,4,16,Wednesday,35.866986572,-78.626678996,RPD,2020/03/05 03:19:31.510+00
-78.583834297,35.844999973,571738,71aef55e-9590-4316-aa0a-3fd85406e69a,2020/03/05 05:00:12.836+00,RaleighGIS,2020/03/05 05:00:12.836+00,RaleighGIS,P20012361,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,3000 BLOCK CALVARY DR,RALEIGH,RALEIGH,North,2020/03/04 20:59:00+00,2020,3,4,15,Wednesday,35.844999973,-78.583834297,RPD,2020/03/04 22:29:54.933+00
-78.566159327,35.798935107,571740,f7f92702-9724-4f74-840d-4e7f68f09612,2020/03/05 05:00:12.836+00,RaleighGIS,2020/03/05 05:00:12.836+00,RaleighGIS,P20012364,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4100 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Northeast,2020/03/04 21:31:00+00,2020,3,4,16,Wednesday,35.798935107,-78.566159327,RPD,2020/03/05 00:52:28.167+00
-78.601742225,35.8468796700001,571741,8703b378-2a71-4cdb-b1c5-c2f52d949d50,2020/03/05 05:00:12.836+00,RaleighGIS,2020/03/05 05:00:12.836+00,RaleighGIS,P20012371,DRUGS,54D,Drug Violation/Misdemeanor,CRIMES AGAINST SOCIETY,4600 BLOCK ATLANTIC AVE,RALEIGH,RALEIGH,North,2020/03/04 21:54:00+00,2020,3,4,16,Wednesday,35.8468796700001,-78.601742225,RPD,2020/03/05 00:32:40.897+00
-78.729568141,35.8811254090001,571742,0462817f-c9ca-41d9-adb4-2ff6ff72d40e,2020/03/05 05:00:12.836+00,RaleighGIS,2020/03/05 05:00:12.836+00,RaleighGIS,P20012375,ARSON,45A,Arson,CRIMES AGAINST PROPERTY,7400 BLOCK SILVER VIEW LN,RALEIGH,RALEIGH,Northwest,2020/03/04 22:33:00+00,2020,3,4,17,Wednesday,35.881125409,-78.729568141,RPD,2020/03/05 00:02:06.423+00
-78.685087858,35.88514135,571744,b42212ff-5f66-4955-85e0-90a0632897f6,2020/03/05 05:00:12.836+00,RaleighGIS,2020/03/05 05:00:12.836+00,RaleighGIS,P20012391,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,2400 BLOCK WERTHERSON LN,RALEIGH,RALEIGH,Northwest,2020/03/04 23:14:00+00,2020,3,4,18,Wednesday,35.88514135,-78.685087858,RPD,2020/03/05 02:46:03.680+00
-78.5453480799999,35.953892787,571745,1df01dd4-5de4-4dac-a9e5-7a29a1b9dd30,2020/03/05 05:00:12.836+00,RaleighGIS,2020/03/05 05:00:12.836+00,RaleighGIS,P20012393,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,14400 BLOCK GREEN ELM LN,RALEIGH,RALEIGH,Northeast,2020/03/05 00:45:00+00,2020,3,4,19,Wednesday,35.953892787,-78.5453480799999,RPD,2020/03/05 01:23:27.400+00
-78.5946012599999,35.835726363,571748,608d3b5f-7c67-4672-b5ca-eeb95b05f18d,2020/03/05 05:00:12.836+00,RaleighGIS,2020/03/05 05:00:12.836+00,RaleighGIS,P20012400,WEAPONS VIOLATION,51C,Weapons/Shots Fired,CRIMES AGAINST SOCIETY,2500 BLOCK NEW HOPE CHURCH RD,RALEIGH,RALEIGH,North,2020/03/05 01:28:00+00,2020,3,4,20,Wednesday,35.835726363,-78.5946012599999,RPD,2020/03/05 04:20:30.300+00
-78.61213936,35.836638556,571749,4def1adb-208e-4602-b7ea-b18bb47b6228,2020/03/05 05:00:12.836+00,RaleighGIS,2020/03/05 05:00:12.836+00,RaleighGIS,P20012406,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,1700 BLOCK NEW HOPE CHURCH RD,RALEIGH,RALEIGH,North,2020/03/05 02:08:00+00,2020,3,4,21,Wednesday,35.836638556,-78.61213936,RPD,2020/03/05 03:17:28.430+00
-78.6401783639999,35.735646434,571859,9e842109-4978-4d7e-84f3-547e888bffd4,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20012923,DRUGS,54C,Drug Violation/Felony,CRIMES AGAINST SOCIETY,3300 BLOCK HAMMOND RD,RALEIGH,RALEIGH,Downtown,2020/03/07 07:23:00+00,2020,3,7,2,Saturday,35.735646434,-78.640178364,RPD,2020/03/07 10:20:39.307+00
-78.69355759,35.750128089,571860,3a2d746c-5534-4990-b4df-005dad66d7aa,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20012925,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,2000 BLOCK UNIVERSITY WOODS RD,RALEIGH,RALEIGH,Southwest,2020/03/07 06:57:00+00,2020,3,7,1,Saturday,35.750128089,-78.69355759,RPD,2020/03/07 11:19:17.737+00
-78.734059209,35.7845583,571865,e6a8955b-3129-4ea5-bc61-305e3196ba18,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20012941,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,300 BLOCK WOLF GREEN DR,RALEIGH,RALEIGH,Southwest,2020/03/07 13:22:00+00,2020,3,7,8,Saturday,35.7845583000001,-78.734059209,RPD,2020/03/07 22:33:31.360+00
-78.588140326,35.8483808030001,571868,2c4205d5-bb67-439d-8ed8-a1a3ad3011e3,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20012945,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,4600 BLOCK MILLBROOK GREEN DR,RALEIGH,RALEIGH,North,2020/03/07 14:22:00+00,2020,3,7,9,Saturday,35.8483808030001,-78.588140326,RPD,2020/03/07 17:39:52.577+00
-78.551826636,35.895508244,571870,d868eb3c-b5c4-4ee9-9419-9169eb40352c,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20012956,FRAUD,56B,Fraud/Credit Card-ATM Fraud,CRIMES AGAINST PROPERTY,8600 BLOCK NEUSE CLUB LN,RALEIGH,RALEIGH,Northeast,2020/03/07 16:25:00+00,2020,3,7,11,Saturday,35.895508244,-78.551826636,RPD,2020/03/07 17:41:36.537+00
-78.614373601,35.802331435,571875,8613ebd0-fa31-4f44-b96f-e972bd4f37e2,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20012967,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,400 BLOCK QUAIL DR,RALEIGH,RALEIGH,Southeast,2020/03/07 17:22:00+00,2020,3,7,12,Saturday,35.802331435,-78.614373601,RPD,2020/03/07 23:10:59.249+00
-78.650625695,35.7823507480001,571878,49f40eec-070f-45eb-96f6-890304c223b2,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20012972,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,100 BLOCK ST MARYS ST,RALEIGH,RALEIGH,Downtown,2020/03/07 18:44:00+00,2020,3,7,13,Saturday,35.7823507480001,-78.650625695,RPD,2020/03/07 22:28:23.963+00
-78.6333931629999,35.8999549660001,571881,c9717bc0-066a-49d7-9fb1-9d6e5007827b,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20012984,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,8900 BLOCK HOMETOWN DR,RALEIGH,RALEIGH,North,2020/03/07 19:53:00+00,2020,3,7,14,Saturday,35.8999549660001,-78.6333931629999,RPD,2020/03/07 21:56:33.923+00
-78.601516499,35.773328668,571883,f923da21-f505-40ee-8d54-55eedf9c90c4,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20012987,FRAUD,56A,Fraud/False Pretense or Swindle,CRIMES AGAINST PROPERTY,2500 BLOCK POOLE RD,RALEIGH,RALEIGH,Southeast,2020/03/07 19:00:00+00,2020,3,7,14,Saturday,35.773328668,-78.601516499,RPD,2020/03/07 23:10:23.040+00
-78.633702103,35.770562049,571885,503d6b38-072f-4493-9d75-d15570363249,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20012993,DRUG VIOLATIONS,54Z,Drug Equipment/Paraphernalia,CRIMES AGAINST SOCIETY,700 BLOCK S BLOODWORTH ST,RALEIGH,RALEIGH,Downtown,2020/03/07 20:23:00+00,2020,3,7,15,Saturday,35.770562049,-78.633702103,RPD,2020/03/07 23:43:40.277+00
-78.633702103,35.770562049,571886,6cb9567c-9fb9-42e4-8342-a23d5be12144,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20012993,DRUGS,54D,Drug Violation/Misdemeanor,CRIMES AGAINST SOCIETY,700 BLOCK S BLOODWORTH ST,RALEIGH,RALEIGH,Downtown,2020/03/07 20:23:00+00,2020,3,7,15,Saturday,35.770562049,-78.633702103,RPD,2020/03/07 23:43:40.277+00
-78.659296474,35.791418332,571887,c2d98f84-fe0c-4efa-bebd-ffcb720a22b8,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20012998,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,500 BLOCK WOODBURN RD,RALEIGH,RALEIGH,Southwest,2020/03/07 21:01:00+00,2020,3,7,16,Saturday,35.791418332,-78.659296474,RPD,2020/03/07 22:56:29.489+00
-78.785786445,35.907063269,571889,29ab6bc7-b4d6-472b-aab5-b8ce0533b5fb,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20013005,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,8400 BLOCK BRIER CREEK PKWY,RALEIGH,RALEIGH,Northwest,2020/03/07 21:48:00+00,2020,3,7,16,Saturday,35.907063269,-78.785786445,RPD,2020/03/08 03:28:12.517+00
-78.543810086,35.7832612810001,571891,d007092b-bc3b-4df7-9a9d-f87046e53983,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20013018,DRUG VIOLATIONS,54Z,Drug Equipment/Paraphernalia,CRIMES AGAINST SOCIETY,5300 BLOCK WHEATCROSS PL,RALEIGH,RALEIGH,Southeast,2020/03/07 23:18:00+00,2020,3,7,18,Saturday,35.7832612810001,-78.543810086,RPD,2020/03/08 00:12:49.023+00
-78.737712774,35.885619933,571893,c2ccd36e-ca46-4b8c-907a-cf7e6e785e95,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20013022,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,8200 BLOCK ROWLOCK WAY,RALEIGH,RALEIGH,Northwest,2020/03/07 23:23:00+00,2020,3,7,18,Saturday,35.885619933,-78.737712774,RPD,2020/03/08 03:25:50.173+00
-78.737712774,35.885619933,571894,5944f1d8-0e7d-4ec2-a31d-e23a593efb4a,2020/03/08 05:00:34.085+00,RaleighGIS,2020/03/08 05:00:34.085+00,RaleighGIS,P20013022,VANDALISM,80B,All Other/Damage to Property (minor),,8200 BLOCK ROWLOCK WAY,RALEIGH,RALEIGH,Northwest,2020/03/07 23:23:00+00,2020,3,7,18,Saturday,35.885619933,-78.737712774,RPD,2020/03/08 03:25:50.173+00
-78.728412185,35.9093019260001,571988,a5661c5b-f76f-4146-808b-762d301d27eb,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013081,TRAFFIC,71A,Traffic/DWI (Driving While Impaired),,10100 BLOCK LEESVILLE RD,WAKE COUNTY,RALEIGH,Northwest,2020/03/08 05:55:00+00,2020,3,8,0,Sunday,35.9093019260001,-78.728412185,RPD,2020/03/09 03:29:41.200+00
-78.7400822119999,35.7902260440001,571989,eb8ebf1b-c98e-4b70-a049-7629cea1b933,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013084,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,600 BLOCK CORPORATE CENTER DR,RALEIGH,RALEIGH,Southwest,2020/03/08 05:57:00+00,2020,3,8,0,Sunday,35.7902260440001,-78.7400822119999,RPD,2020/03/08 08:30:48.583+00
-78.600802243,35.850924153,571990,d175e4aa-2e11-4905-8f7b-6bf561ffcd93,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013087,VANDALISM,80B,All Other/Damage to Property (minor),,4900 BLOCK ATLANTIC AVE,RALEIGH,RALEIGH,North,2020/03/08 05:35:00+00,2020,3,8,0,Sunday,35.8509241530001,-78.600802243,RPD,2020/03/08 09:20:10.820+00
-78.5733801229999,35.8387982020001,571991,750c1f08-f5c9-4768-827c-663f9898e745,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013088,ALL OTHER OFFENSES,80D,All Other/Trespassing,,4300 BLOCK ST JAMES CHURCH RD,RALEIGH,RALEIGH,Northeast,2020/03/08 05:51:00+00,2020,3,8,0,Sunday,35.8387982020001,-78.5733801229999,RPD,2020/03/08 20:59:35.300+00
-78.7091705289999,35.853115857,571992,e94f0ef0-9c9e-4497-8e70-6e4249525e6d,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013090,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,4100 BLOCK DEEP HOLLOW DR,RALEIGH,RALEIGH,Northwest,2020/03/08 05:53:00+00,2020,3,8,0,Sunday,35.853115857,-78.7091705289999,RPD,2020/03/08 10:24:28.240+00
-78.7091705289999,35.853115857,571993,c3bb034b-ef1d-47ce-9ab2-3f00b0adc142,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013090,KIDNAPPING,50A,Kidnapping/Abduction,CRIMES AGAINST PERSONS,4100 BLOCK DEEP HOLLOW DR,RALEIGH,RALEIGH,Northwest,2020/03/08 05:53:00+00,2020,3,8,0,Sunday,35.853115857,-78.7091705289999,RPD,2020/03/08 10:24:28.240+00
-78.717045969,35.866065484,571995,01840eff-07d3-4587-b431-a2d4f54199b7,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013092,TRAFFIC,71A,Traffic/DWI (Driving While Impaired),,GLENWOOD AVE  &  HILBURN DR,RALEIGH,RALEIGH,Northwest,2020/03/08 06:40:00+00,2020,3,8,1,Sunday,35.866065484,-78.717045969,RPD,2020/03/09 02:03:26.803+00
-78.6451398089999,35.779812346,571996,382ed33e-b6f0-4490-83fa-57c90b101123,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013096,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,400 BLOCK W MORGAN ST,RALEIGH,RALEIGH,Downtown,2020/03/08 06:40:00+00,2020,3,8,1,Sunday,35.779812346,-78.6451398089999,RPD,2020/03/08 22:41:46.280+00
-78.5497435779999,35.792005428,571997,77708f73-a87a-4984-94d3-47e92c7bf8e2,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013098,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,1000 BLOCK N ROGERS LN,RALEIGH,RALEIGH,Southeast,2020/03/08 07:23:00+00,2020,3,8,3,Sunday,35.792005428,-78.5497435779999,RPD,2020/03/09 03:09:32.889+00
-78.622123156,35.816013543,571999,22b0c2d7-2025-4739-a1a1-d12913c9b76d,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013102,VANDALISM,80B,All Other/Damage to Property (minor),,600 BLOCK CREEKSIDE DR,RALEIGH,RALEIGH,North,2020/03/08 08:21:00+00,2020,3,8,4,Sunday,35.8160135430001,-78.622123156,RPD,2020/03/08 23:29:17.100+00
-78.577674638,35.7975444420001,572000,ebf27ee0-bb9e-4ebb-a39a-c75d3217b549,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013103,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,3700 BLOCK NEW BERN AV,RALEIGH,RALEIGH,Northeast,2020/03/08 09:01:00+00,2020,3,8,5,Sunday,35.7975444420001,-78.577674638,RPD,2020/03/09 03:48:41+00
-78.615741535,35.735035651,572002,b9216271-e1c8-486c-9f8f-899301c5aa71,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013108,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,3400 BLOCK FATIMA CT,RALEIGH,RALEIGH,Southeast,2020/03/08 10:53:00+00,2020,3,8,6,Sunday,35.735035651,-78.615741535,RPD,2020/03/08 20:45:45.190+00
-78.613171747,35.7943548210001,572003,8c96c462-dd9e-422f-88dc-5fb390d5a8c0,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013112,BURGLARY/RESIDENTIAL,30B,Burglary/Residential,CRIMES AGAINST PROPERTY,1800 BLOCK CANTWELL CT,RALEIGH,RALEIGH,Southeast,2020/03/08 12:31:00+00,2020,3,8,8,Sunday,35.7943548210001,-78.613171747,RPD,2020/03/08 22:16:41.607+00
-78.602107371,35.816120573,572006,f52ae187-c04d-4252-bb99-799c653d6b28,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013127,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,2700 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,North,2020/03/08 15:46:00+00,2020,3,8,11,Sunday,35.816120573,-78.602107371,RPD,2020/03/08 17:23:38.990+00
-78.510337173,35.838358075,572008,3ef56ebc-9011-431e-ba9f-269d36cd02d4,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013131,ALL OTHER OFFENSES,80D,All Other/Trespassing,,7500 BLOCK OAKBERRY DR,RALEIGH,RALEIGH,Northeast,2020/03/08 15:47:00+00,2020,3,8,11,Sunday,35.838358075,-78.510337173,RPD,2020/03/08 20:52:27.583+00
-78.680117619,35.845353462,572009,47c29af1-865d-4ab8-9ab0-8d3a7f066df5,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013133,VANDALISM,80B,All Other/Damage to Property (minor),,4700 BLOCK CREEDMOOR RD,RALEIGH,RALEIGH,North,2020/03/08 16:56:00+00,2020,3,8,12,Sunday,35.845353462,-78.680117619,RPD,2020/03/08 20:02:30.033+00
-78.623067119,35.8748523190001,572010,f73e5a2b-04f1-46db-8f6b-d9d12483bcd0,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013135,ALL OTHER OFFENSES,80D,All Other/Trespassing,,6600 BLOCK FALLS OF NEUSE RD,RALEIGH,RALEIGH,North,2020/03/08 17:41:00+00,2020,3,8,13,Sunday,35.8748523190001,-78.623067119,RPD,2020/03/08 21:31:23.900+00
-78.5871218309999,35.845684781,572012,3a1fefb7-66c4-4f9d-89e5-9c97c8d6645a,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013140,VANDALISM,80B,All Other/Damage to Property (minor),,3000 BLOCK CALVARY DR,RALEIGH,RALEIGH,North,2020/03/08 18:02:00+00,2020,3,8,14,Sunday,35.845684781,-78.5871218309999,RPD,2020/03/08 21:21:19.020+00
-78.693829017,35.8174023660001,572013,825ec053-8226-430e-9e7c-2b63822aa8bb,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013145,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,2400 BLOCK WYCLIFF RD,RALEIGH,RALEIGH,Northwest,2020/03/08 17:36:00+00,2020,3,8,13,Sunday,35.8174023660001,-78.693829017,RPD,2020/03/08 21:21:15.220+00
-78.584447158,35.7720083740001,572018,5d0f84b2-036b-4eba-a000-69a48b312aba,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013157,UNAUTHORIZED MOTOR VEHICLE USE,80E,All Other/Unauthorized Use of Vehicle,,3200 BLOCK POOLE RD,RALEIGH,RALEIGH,Southeast,2020/03/08 20:02:00+00,2020,3,8,16,Sunday,35.7720083740001,-78.584447158,RPD,2020/03/08 22:51:08.727+00
-78.698363425,35.869290815,572019,b673b06b-0861-40c2-aa7f-ee96bb6cae73,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013159,HUMANE,82J,Humane/Chemical Deployment,,200 BLOCK OAK HOLLOW CT,RALEIGH,RALEIGH,Northwest,2020/03/08 19:43:00+00,2020,3,8,15,Sunday,35.8692908150001,-78.698363425,RPD,2020/03/09 00:30:00.070+00
-78.655287109,35.742688496,572020,46f2ff8d-296b-4e8a-9377-8cdf803b440e,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013161,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,900 BLOCK ILEAGNES RD,RALEIGH,RALEIGH,Southwest,2020/03/08 20:08:00+00,2020,3,8,16,Sunday,35.742688496,-78.655287109,RPD,2020/03/08 21:55:35.203+00
-78.6663337959999,35.8576995830001,572021,aeb73d24-e892-4bdd-9f7c-d5c3494bf280,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013163,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,1400 BLOCK W MILLBROOK RD,RALEIGH,RALEIGH,North,2020/03/08 20:38:00+00,2020,3,8,16,Sunday,35.8576995830001,-78.6663337959999,RPD,2020/03/08 21:44:53.177+00
-78.631490199,35.763277177,572022,6e5efdb9-3051-49e5-89fd-05079dd0afe1,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013166,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,1400 BLOCK GARNER RD,RALEIGH,RALEIGH,Downtown,2020/03/08 20:54:00+00,2020,3,8,16,Sunday,35.7632771770001,-78.631490199,RPD,2020/03/08 23:21:59.937+00
-78.728285568,35.908004496,572023,76c02c60-b21c-48cd-8089-7c48e1be2195,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013169,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,13300 BLOCK STRICKLAND RD,WAKE COUNTY,RALEIGH,Northwest,2020/03/08 21:15:00+00,2020,3,8,17,Sunday,35.908004496,-78.728285568,RPD,2020/03/08 23:49:54.767+00
-78.6663337959999,35.8576995830001,572024,e371f657-2d99-40d8-bb86-12edd82ac00a,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013171,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,1400 BLOCK W MILLBROOK RD,RALEIGH,RALEIGH,North,2020/03/08 21:44:00+00,2020,3,8,17,Sunday,35.8576995830001,-78.6663337959999,RPD,2020/03/08 22:43:15.843+00
-78.6134970539999,35.7781484180001,572026,905b9b05-08d0-49fb-80df-aa14adc3b705,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013178,ASSAULT,25G,Assault/Aggravated,CRIMES AGAINST PERSONS,200 BLOCK LIGHTNER LN,RALEIGH,RALEIGH,Southeast,2020/03/08 22:31:00+00,2020,3,8,18,Sunday,35.7781484180001,-78.6134970539999,RPD,2020/03/09 03:39:39.383+00
-78.554469207,35.8376163720001,572027,b2a18ab3-250e-44e9-a6d2-007ddc36e662,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013180,HUMANE,82E,Humane/Animal Bite,,4300 BLOCK KINDLE WOOD ST,RALEIGH,RALEIGH,Northeast,2020/03/08 22:31:00+00,2020,3,8,18,Sunday,35.8376163720001,-78.554469207,RPD,2020/03/09 00:35:36.743+00
-78.6663337959999,35.8576995830001,572028,3fcc7ab3-3334-435d-ac47-5ad79513b925,2020/03/09 04:00:15.809+00,RaleighGIS,2020/03/09 04:00:15.809+00,RaleighGIS,P20013184,VANDALISM,80B,All Other/Damage to Property (minor),,1400 BLOCK W MILLBROOK RD,RALEIGH,RALEIGH,North,2020/03/08 22:33:00+00,2020,3,8,18,Sunday,35.8576995830001,-78.6663337959999,RPD,2020/03/09 00:26:47.980+00
